 -> 1
libya-unrest -> 4
libya-us-protest -> 1
libya-west -> 17
libyan-west -> 2
lice-meister -> 1
licence-holder -> 3
license-holder -> 1
license-transfer -> 1
licensing-test -> 1
lickety-splitter -> 1
lider -> 5
lieber-stoller -> 1
lieberman-warner -> 13
liebler -> 1
lieder -> 14
lien-holder -> 1
lier -> 1
liever -> 1
life-after-cancer -> 1
life-after-nader -> 1
life-and-career -> 1
life-another -> 1
life-best -> 1
life-center -> 1
life-changer -> 1
life-finder -> 1
life-gets-better -> 1
life-giver -> 4
life-in-the-theater -> 2
life-insurer -> 3
life-is-easier -> 1
life-loser -> 1
life-lottery-winner -> 1
life-makeover -> 3
life-master -> 1
life-member -> 1
life-of-the-mother -> 2
life-partner -> 3
life-preserver -> 1
life-ruiner -> 1
life-saver -> 3
life-size-or-larger -> 1
life-together -> 1
life-vest -> 5
life-with-cancer -> 1
life-with-father -> 2
life\/another -> 1
life\/career -> 1
lifeflight-helicopter -> 1
lifer -> 4
lifesaver -> 4
lifestyle-britain-books-potter -> 1
lifestyle-center -> 1
lifestyle-retailer -> 1
lifestyle-travel-summer -> 1
lifestyle-us-auto-company-gm-chrysler -> 1
lifestyle-videogames-computer -> 1
lifestyles-of-the-older-and-wiser -> 1
lifetime-best -> 13
lifevest -> 3
lift-and-lower -> 1
lift-over -> 5
lift-to-powder -> 1
lifted-shoulder -> 1
lifter -> 5
liftover -> 1
liger -> 4
ligh-water -> 2
ligher -> 1
lighest -> 4
light-amber -> 2
light-and-power -> 1
light-and-water -> 1
light-as-a-feather -> 13
light-as-a-proverbial-feather -> 1
light-as-water -> 1
light-beer -> 11
light-blockingest -> 1
light-caliber -> 1
light-copper -> 2
light-fighter -> 1
light-hand-on-the-tiller -> 1
light-leather -> 1
light-lifter -> 1
light-loafer -> 1
light-maker -> 1
light-propeller -> 1
light-saber -> 35
light-silver -> 2
light-tower -> 5
light-upper -> 1
light-user -> 1
light-water -> 509
light-waterother -> 2
light-weather -> 3
light-welter -> 6
lighted-reindeer -> 1
lighter -> 903
lighter-maker -> 4
lighter-skinner -> 1
lighter-than-water -> 5
lighter-to-lighter -> 1
lighter-water -> 2
lightest -> 562
lightest-ever -> 1
lightest\/strongest -> 1
lightestutter -> 1
lighthouse-builder -> 1
lighthouse-keeper -> 1
lighthouse-power -> 1
lightning-and-thunder -> 1
lightning-splitter -> 1
lightpole-shaker -> 1
lightsaber -> 7
lightt-water -> 1
lightwater -> 33
ligtenberg-seanez-rocker -> 1
ligter -> 1
ligther -> 1
like-destroyer -> 1
like-father -> 2
like-fever -> 1
like-liest -> 1
like-no-other -> 1
like-rather -> 1
like-the-policy-maker -> 1
likelier -> 403
likeliest -> 505
likeliestbiggest -> 1
likeliestover -> 1
likely-voter -> 3
liklier -> 1
likliest -> 8
likud-tsomet-gesher -> 1
lillehammer -> 43
lily-trotter -> 1
limber -> 259
limburger -> 1
lime-buster -> 1
lime-cucumber -> 1
lime-ginger -> 9
lime-juice-seltzer -> 1
lime-pepper -> 2
lime-zest -> 1
limestone-boulder -> 1
limit-order -> 17
limited-charter -> 1
limited-drinker -> 1
limited-interest -> 1
limited-offer -> 1
limited-over -> 153
limited-partner -> 10
limited-passenger -> 1
limited-power -> 2
limited-provider -> 1
limited-time-offer -> 2
limited-to-modest -> 1
limited-user -> 1
limited-water -> 1
limiter -> 1
limousine-driver -> 1
limper -> 8
limpest -> 7
lincoln-as-loser -> 1
lincoln-as-winner -> 1
lincoln-halter -> 2
linder -> 1
lindner -> 1
lindo-hunter -> 1
lindros-niedermayer -> 1
lindsay-rockefeller -> 1
lindstrom-foster -> 2
lindy-ruff-cry-me-a-river -> 1
line-breaker -> 1
line-buster -> 1
line-liner -> 1
line-stander -> 3
line-to-customer -> 1
linebacker -> 31
linebacker-receiver -> 1
linebacker-snapper -> 1
linebacker\/pass-rusher -> 2
linebcker -> 1
lined-paper -> 1
lineman-turned-lawyer -> 1
linen-copper -> 1
linen-cover -> 1
linen-paper -> 2
liner -> 5
liner-cheaper -> 1
linetest -> 1
linger -> 27
lingered-over -> 1
lingerie-maker -> 1
lingerie-sheer -> 1
link\/buy-the-other -> 1
linked-together -> 2
lint-catcher -> 1
lint-getter -> 1
lint-in-the-dryer -> 1
lint-strainer -> 1
linzer -> 1
lion-and-tiger -> 1
lion-in-winter -> 6
lion-tamer -> 1
lion-tiger -> 6
lip-liner -> 6
lip-movement-later -> 1
lip-purser -> 1
lip-syncer -> 1
lip-syncher -> 8
lipper -> 1
lippman-after -> 1
liqanother -> 1
liquid-amber -> 1
liquid-container -> 1
liquid-silver -> 2
liquid-transfer -> 1
liquid-water -> 2
liquidityrather -> 1
lira-pader -> 1
lirtier -> 1
lish-carver -> 1
lispiest -> 1
list-header -> 1
list-leader -> 1
list-maker -> 1
list-server -> 1
listener -> 8
listener-request -> 1
listening-reminder -> 1
lister -> 3
listserver -> 1
liszt-wagner -> 1
lite-beer -> 1
liter -> 57
liter,170-horsepower -> 1
literformer -> 1
lither -> 3
lithest -> 3
lithium-polymer -> 21
lithuania-border -> 1
litmus-paper -> 1
litmus-test -> 53
litter -> 6
litter-kwitter -> 1
litter-now\/clean-later -> 1
little-better -> 2
little-bit-faster -> 1
little-bit-older -> 1
little-brother -> 15
little-englander -> 2
little-finger -> 2
little-fretted-over -> 1
little-larger -> 1
little-power -> 1
little-sister -> 7
little-sought-after -> 1
little-theater -> 4
little-to-never -> 1
little-used-corner -> 1
littler -> 72
littlest -> 253
littliest -> 1
live-action\/computer -> 1
live-blogger -> 1
live-contest -> 1
live-forever -> 1
live-from-a-14-foot-trailer -> 1
live-life-to-its-richest -> 1
live-life-to-the-fullest -> 3
live-liver -> 1
live-lobster -> 2
live-now-pay-later -> 1
live-preparer -> 1
live-prisoner -> 1
live-teller -> 1
live-theater -> 21
live-together -> 3
live-without-each-other -> 2
lived-over -> 1
livelier -> 404
livelier-than-ever -> 1
livelierlargest -> 1
liveliest -> 341
liveliestwest -> 1
liveover -> 1
liver -> 34
liver-bearer -> 1
liver-cancer -> 4
liverpool-leicester -> 2
liverpool-manchester -> 13
liverpool-soccer\/houllier -> 2
liverpool-to-manchester -> 1
livest -> 5
livestdeeper -> 1
livestock-broker -> 1
livier -> 1
living-happily-ever-after -> 1
living-liver -> 1
living-longer -> 1
living-room-lounger -> 1
living-together -> 5
living-with-water -> 1
livingston-baker -> 1
livlier -> 4
livliest -> 2
lizard-monster -> 1
ljubicic-schuettler -> 1
ll-member -> 1
ll-peter -> 1
llama-farmer -> 1
llama-fiber -> 1
ller -> 3
lloyd-webber -> 1
lne-386-member -> 1
lnger -> 1
lo-chapter -> 1
lo-meter -> 1
load-runner -> 1
load-transfer -> 1
load-water -> 1
loaded-chamber -> 1
loader -> 5
loadest -> 1
loadmaster -> 1
loafer -> 3
loafer-wearer -> 1
loamier -> 2
loamiest -> 1
loan-buyer -> 1
loan-interest -> 1
loan-striker -> 1
loaner -> 47
lobbiest -> 1
lobbyist-lawmaker -> 5
lobbyist-lawyer -> 1
lobster -> 83
lobster-dinner -> 1
local-chapter -> 1
local-foreigner -> 1
local-interest -> 9
local-leader -> 1
local-newspaper -> 1
local-number -> 3
local-people-know-best -> 1
local-voter -> 1
local-worker -> 1
localconsumer -> 1
localizer -> 3
locate-to-order -> 1
locater -> 4
lochner -> 6
lock-cum-skipper -> 1
lock-maker -> 2
lock-on-one-receiver -> 1
lock-together -> 1
locke-ober -> 14
locked-tether -> 1
locked-together -> 3
locker -> 8
locker-by-locker -> 2
lockluster -> 1
lockyer -> 1
loco-threewheeler -> 1
loder -> 1
loeffler -> 1
loest -> 1
loftier -> 340
loftiest -> 211
loftiestfurther -> 1
log-cabin-and-hard-cider -> 1
log-homeowner -> 1
log-water -> 1
loger -> 1
logest -> 1
logged-over -> 12
logger -> 14
logical\/best -> 1
loir-et-cher -> 2
loire-et-cher -> 1
loiter -> 11
lolly-maker -> 1
lollygagger -> 1
london-adami-to-take-over-at-sabmiller -> 1
london-badminton\/protest -> 1
london-charter -> 1
london-cricket\/former-england-opener -> 1
london-denver -> 2
london-headquarter -> 1
london-hipster -> 1
london-longest-siege-over -> 1
london-manchester -> 3
london-motor-racing\/f1-to-offer -> 1
london-motor-racing\/formual-one\/carmaker -> 1
london-motor-racing\/schumacher -> 1
london-soccer-arsenal-manager -> 1
london-soccer\/troubled-keeper -> 1
london-soccer\/wales-manager -> 1
london-teenager -> 1
london-to-manchester -> 2
london-top-us-publisher-gets-bigger -> 1
londoner -> 4
lone-berserker -> 1
lone-dissenter -> 1
lone-father -> 1
lone-mother -> 1
lone-ranger -> 8
lone-rider -> 1
lone-striker -> 7
lone-superpower -> 3
lone-tiger -> 1
lonelier -> 156
loneliest -> 78
lonely-widower -> 1
loner -> 56
loner-drifter -> 1
loner-maverick-pioneer -> 1
lonesomest -> 1
lonest -> 2
long-after -> 2
long-and-bitter -> 1
long-answer -> 1
long-batter -> 1
long-bitter -> 6
long-boarded-over -> 1
long-career -> 1
long-corner -> 2
long-distance-carrier -> 2
long-er -> 1
long-feather -> 1
long-fiber -> 9
long-finger -> 1
long-fought-over -> 2
long-hashed-over -> 1
long-hitter -> 9
long-in-the-bumper -> 1
long-jumper -> 16
long-knocker -> 1
long-liner -> 2
long-longer -> 1
long-longer-longest -> 1
long-order -> 1
long-out-of-power -> 1
long-over -> 4
long-paper -> 1
long-paved-over -> 2
long-putter -> 1
long-ranger -> 2
long-reliever -> 1
long-ring-finger -> 1
long-snapper -> 34
long-sober -> 2
long-sought-after -> 33
long-stem-flower -> 1
long-summer -> 1
long-tender -> 1
long-ter -> 5
long-term-low-interest -> 1
long-termer -> 1
long-termlow-interest -> 1
long-timer -> 6
long-toiled-over -> 1
long-tracker -> 3
long-water -> 1
long-worked-over -> 1
long-wrassled-over -> 1
longer -> 991
longer-fiber -> 1
longer-lower-wider -> 1
longer-ranger -> 4
longer-termer -> 1
longer-than-ever -> 2
longer-together -> 2
longerformer -> 1
longest -> 986
longest-ever -> 145
longest-fiber -> 1
longest-hair-ever -> 1
longest\/highest -> 1
longger -> 1
longgest -> 1
longing-to-be-empty-nester -> 1
longneck-beer -> 1
longoria-parker -> 1
longtimer -> 1
longview-tyler -> 2
lonliest -> 3
lonner -> 1
lonwher -> 1
loogie-lofter -> 1
look-and-refer -> 1
look-at-it-with-a-hangover -> 1
look-back-in-anger -> 2
look-how-clever -> 1
look-over-the-shoulder -> 1
look-over-your-shoulder -> 2
look-the-other -> 5
look-west -> 2
looked-after -> 14
looker -> 5
looking-after -> 1
looking-over-the-shoulder -> 1
looks-better-on-paper -> 1
looks-good-on-paper -> 1
looks-great-on-paper -> 1
loom-maker -> 1
loonier -> 25
looniest -> 27
loop-carrier -> 1
loop-commuter -> 1
looper -> 3
loopier -> 35
loopiest -> 39
loose-and-limber -> 1
loose-but-clever -> 1
loose-patter -> 1
loose-trigger -> 1
looser -> 687
loosest -> 136
loosestbigger -> 1
loosier -> 1
loot-to-order -> 1
looted-to-order -> 2
looter -> 4
lopez-tyler -> 1
lopper -> 1
lord-it-over -> 1
lordliest -> 1
lore-dispenser -> 1
lorelai-christopher -> 1
lorenz-boehler -> 1
lorper -> 1
lorry-driver -> 1
lorry-maker -> 2
lorry-manufacturer -> 1
los-angeles-a-naked-appeal-protest -> 1
lose-power -> 1
lose-some-later -> 1
loser -> 234
loser-boozer -> 1
loser-to-loser -> 1
loser-turned-winner -> 1
loser-turns-winner -> 1
loser\/boozer -> 1
loserfurther -> 1
losingest -> 77
loss-cancer -> 1
loss-carry-over -> 1
loss-leader -> 22
loss-maker -> 3
loss-of-orbiter -> 2
lost-fawn-out-of-the-forest -> 1
lost-hiker -> 1
lost-in-paradise-with-your-lover -> 1
lost-lover -> 1
loswest -> 1
lot-number -> 1
lottery-fever -> 1
lottery-number -> 2
lottery-winner -> 3
lotto-winner -> 1
lotus-flower -> 4
lou-nuer -> 4
loubscher -> 1
loud-hailer -> 1
loud-louder-loudest -> 1
loud-speaker -> 18
louder -> 686
louder-harsher -> 1
louder-is-better -> 1
loudest -> 702
loudmouth-rooster -> 1
loudpseaker -> 1
loudspeaker -> 28
loudspeaker-maker -> 1
loudspeaker-to-loudspeaker -> 1
louer -> 1
louis-something-or-other -> 1
louisville-butler -> 1
lounder -> 1
lounge-crooner -> 1
lounge-performer -> 1
lounge-singer -> 5
lounge-singer-and-car-dealer -> 1
lounger -> 2
lourdes-water -> 1
lousier -> 27
lousiest -> 62
louver -> 1
lovable-loser -> 8
lovable-winner -> 1
love-and-career -> 1
love-and-murder -> 1
love-anger -> 1
love-broker -> 1
love-fest -> 2
love-forever -> 1
love-hate\/scully-mulder -> 1
love-her-or-hate-her -> 2
love-in-the-cooler -> 1
love-interest -> 18
love-is-a-killer -> 1
love-letter -> 15
love-liest -> 1
love-nest -> 6
love-one-hate-the-other -> 1
love-the-mother -> 1
love-the-sinner -> 1
love-to-hate-her -> 1
love-with-a-perfect-stranger -> 1
lovedher -> 1
lovefest -> 57
loveletter -> 1
lovelier -> 119
loveliest -> 287
lover -> 15
lover-lover -> 1
lover-mother -> 1
lover-photographer -> 1
lover-to-lover -> 1
lover-turned-best -> 1
lovers-turned-best -> 1
loves-his-mother -> 1
lovest -> 1
loving-daughter -> 1
loving-father -> 1
lovingest -> 3
low-barrier -> 1
low-bidder -> 1
low-bolster -> 1
low-brainpower -> 1
low-budgeter -> 1
low-butter -> 1
low-caliber -> 1
low-cancer -> 1
low-center -> 2
low-character -> 1
low-copper -> 1
low-cost-carrier -> 3
low-cost-supplier -> 1
low-dander -> 1
low-danger -> 2
low-down-roughest -> 1
low-downest -> 1
low-earner -> 2
low-fat\/high-fiber -> 2
low-fiber -> 44
low-ground-cover -> 1
low-gutter -> 1
low-harvest -> 5
low-horse-power -> 1
low-horsepower -> 3
low-interest -> 861
low-interestother -> 2
low-lever -> 3
low-loader -> 1
low-longer -> 1
low-lower-lowest -> 2
low-luster -> 6
low-meter -> 1
low-number -> 5
low-or-zero-interest -> 1
low-order -> 19
low-powder -> 2
low-power -> 331
low-priced-computer -> 1
low-rally-retest -> 1
low-register -> 10
low-rest -> 1
low-rider -> 87
low-riser -> 1
low-roller -> 2
low-scatter -> 1
low-scorer -> 2
low-simmer -> 2
low-skilled-worker -> 1
low-subscriber -> 1
low-sulfer -> 2
low-talker -> 1
low-teaser -> 1
low-tender -> 1
low-test -> 1
low-tier -> 26
low-tower -> 1
low-turnover -> 18
low-user -> 1
low-voter -> 2
low-wager -> 2
low-water -> 138
lowaest -> 1
lowder -> 2
lowdown-owner -> 1
loweest -> 1
lower -> 996
lower-bumper -> 1
lower-caliber -> 11
lower-center -> 2
lower-chamber -> 3
lower-chest -> 1
lower-drawer -> 1
lower-ever -> 1
lower-horsepower -> 2
lower-interest -> 56
lower-is-better -> 2
lower-ldl-is-better -> 1
lower-lever -> 4
lower-liner -> 2
lower-number -> 1
lower-oder -> 1
lower-offer -> 2
lower-order -> 137
lower-power -> 29
lower-powerother -> 1
lower-quarter -> 1
lower-register -> 6
lower-right-corner -> 1
lower-river -> 2
lower-rung-of-the-ladder -> 1
lower-test -> 1
lower-than-ever -> 5
lower-tier -> 192
lower-tierbest -> 1
lower-to-upper -> 1
lower-turnover -> 1
lower-upper -> 1
lowerer -> 3
lowerest -> 5
lowest -> 1002
lowest-bidder -> 2
lowest-ever -> 137
lowest-interest -> 6
lowest-power -> 2
lowest-tier -> 5
lowest-turnover -> 1
lowever -> 1
lowlier -> 10
lowliest -> 185
lowrider -> 12
lowwest -> 1
loyal-customer -> 2
loyalest -> 4
lpga-best -> 2
lpwest -> 1
lq\/er -> 1
lrest -> 1
lrgest -> 1
lstyer -> 1
lt.-commander -> 1
lta-grinaker -> 1
lter -> 2
ltest -> 2
ltogether -> 1
lubavitcher -> 2
lubber -> 1
lubert-adler -> 1
lucic-winchester -> 1
lucker -> 1
luckier -> 526
luckierlargest -> 1
luckiest -> 506
luckiestbiggest -> 1
luckiestfirst-ever -> 1
lucklaster -> 1
luckluster -> 6
lucky-loser -> 21
lucky-number -> 3
lucy-caliber -> 1
lucy-in-leather -> 1
lugar-warner -> 2
luger -> 2
luggage-leather -> 1
luggage-maker -> 2
luggage-scanner -> 1
luhan-hopper -> 1
luke,-i-am-your-father -> 1
lukest -> 1
lukier -> 1
lullaby-tender -> 1
lumbar\/lower -> 1
lumber -> 7
lumped-together -> 2
lumped-togetherlatest -> 1
lumper -> 1
lumpier -> 18
lumpiest -> 4
lunacy-behind-the-friendly-veneer -> 1
lunar-lander -> 3
lunch-and-dinner -> 4
lunch-counter -> 46
lunch-dinner -> 1
lunch-spoiler -> 1
luner -> 1
lung-and-liver -> 1
lung-burner -> 1
lung-cancer -> 2
lung-liver -> 1
lunker -> 10
lurcher -> 1
lurker -> 1
lusher -> 40
lushest -> 55
lussekatter -> 1
lusser -> 1
lust-and-murder -> 1
lust-rocker -> 1
lusted-after -> 14
lusted-afterbetter -> 1
lusted-afterother -> 1
luster -> 11
lustier -> 15
lustiest -> 19
luther -> 12
luxembourg-social-steel-protest -> 1
luxembourger -> 1
luxer -> 1
luxo-cruiser -> 1
luxury-caliber -> 1
luxury-car-maker -> 1
luxury-consumer -> 1
luxury-cruiser -> 1
luxury-hauler -> 1
luxury-is-always-colder -> 1
luxury-leader -> 1
luxury-leather -> 1
luxury-liner -> 6
luxury-theater -> 1
luxury\/gas-guzzler -> 1
lvlarger -> 1
lvover -> 1
lwoer -> 1
lyehter -> 1
lyingest -> 1
lynch-murder -> 1
lynnkalber -> 1
lyon-budapest -> 1
lyon-turin-budapest -> 1
lyricist-composer -> 1
lyricist-songwriter -> 1
m-biker -> 1
m-diameter -> 1
m3power -> 5
m6er -> 1
m9other -> 1
ma-donner -> 1
maaller -> 1
mac-owner -> 1
mac-user -> 1
macadamia-butter -> 1
macalester -> 2
macarthur-award-winner -> 1
macau-handover -> 2
macaw-tether -> 1
maccabi-manchester -> 1
macdougal-tucker -> 1
macdougall-walker -> 1
macedonia-arrest -> 1
macedonia-demo-unrest -> 1
macedonia-unrest -> 3
macedonia-weather -> 1
macgyver -> 4
macgyver-macgruber -> 1
macher -> 1
machine-builder -> 1
machine-cipher -> 1
machine-cylinder -> 1
machine-gunner -> 7
machine-harvest -> 1
machine-maker -> 8
machine-mower -> 1
machinery-maker -> 7
macho-est -> 1
macho-gangster -> 1
macho-hunter -> 1
macho-leather -> 1
macho-man-with-mushy-center -> 1
macintosh-user -> 1
mack-fisher -> 1
mackay-dantzler -> 1
macneil-lehrer -> 3
macneil\/lehrer -> 1
macomber -> 2
mad-as-a-hatter -> 3
mad-bomber -> 10
mad-bomber-on-a-luxury-liner -> 1
mad-chester -> 1
mad-deer -> 1
mad-dog-killer -> 1
mad-hatter -> 4
mad-hatterformer -> 1
mad-rhymer -> 1
mad-slasher -> 1
mad-slaughterer -> 1
mad-with-power -> 2
madagasar-arrest -> 1
madagascar-infrastructure-weather -> 1
madagascar-police-protest -> 1
madagascar-politics-vote-unrest -> 1
madagascar-unrest -> 4
madagascar-vote-unrest -> 1
madagascar-weather -> 1
madagasscar-minister -> 1
madder -> 181
maddest -> 65
maddestother -> 1
made-by-mother -> 1
made-for-advertiser -> 1
made-for-computer -> 1
made-for-each-other -> 12
made-for-her -> 1
made-for-late-summer -> 1
made-for-murder -> 1
made-for-newspaper -> 2
made-for-october -> 1
made-for-soccer -> 1
made-for-sportscenter -> 2
made-for-the-water -> 1
made-for-tiger -> 1
made-for-turner -> 1
made-over -> 88
made-to-layer -> 1
made-to-order -> 314
made-to-orderearliest -> 1
madison-hanover -> 1
madison-whitewater -> 5
madsen6-9240power -> 1
maer -> 2
maerzen-octoberfest -> 1
mafia-godfather -> 1
magazine-cover -> 32
magazine-newspaper -> 1
magazine-paper -> 4
magazine-subscriber -> 1
magenta-and-lavender -> 1
magenta-lavender -> 1
magic-maker -> 1
magic-marker -> 11
magic-number -> 3
magical-power -> 1
magician-ruler -> 1
magician-turned-mobster -> 1
magister -> 2
magna-styer -> 1
magnet-maker -> 1
magnetic-power -> 1
magnetometer -> 6
magruder -> 1
maher -> 29
maher-muasher -> 1
mahler -> 28
mahogany-and-leather -> 1
mahogany-veneer -> 1
mahseer -> 1
mai-order -> 1
maid-to-order -> 1
maiden-breaker -> 3
maiden-claimer -> 1
maier -> 12
maier-eberharter -> 1
mail-bomber -> 1
mail-carrier -> 2
mail-container -> 1
mail-merger -> 1
mail-order -> 504
mail-ordershorter -> 1
mail-server -> 8
mail-to-order -> 1
mail-transfer -> 1
mail-voter -> 1
mail\/other -> 1
mailer -> 22
maillol-breker -> 1
main-character -> 3
main-player -> 1
main-power -> 1
main-theater -> 1
maine-lobster -> 1
mainest -> 1
mainfest -> 1
mainframe-computer -> 7
maintainer -> 1
maintenance-minder -> 1
maintenance-reminder -> 1
maize-handover -> 1
maj225-member -> 1
majer -> 1
majoli-huber -> 1
major-automaker -> 1
major-best -> 1
major-bummer -> 1
major-carrier -> 5
major-championship-caliber -> 1
major-disaster -> 1
major-league-best -> 52
major-league-bestwest -> 1
major-league-caliber -> 8
major-leaguer -> 2
major-manufacturer -> 2
major-newspaper -> 1
major-player -> 4
major-power -> 19
major-producer -> 1
major-theater -> 3
major-winner -> 6
major-with-the-pager -> 1
majorest -> 1
majority-interest -> 3
majority-leader -> 4
majority-maker -> 1
majority-owner -> 3
majority-shareholder -> 1
majority-west -> 1
majors-best -> 29
make-a-player -> 1
make-an-offer -> 3
make-animal-sounds-together -> 1
make-it-all-better -> 1
make-it-cruder -> 1
make-it-now-or-never -> 1
make-me-an-offer -> 1
make-me-feel-better -> 1
make-me-prettier -> 1
make-over -> 47
make-penelope-cruz-ugly-then-rape-her -> 1
make-the-batter -> 1
make-the-desert-flower -> 1
make-the-world-better -> 1
make-things-better -> 1
make-you-look-younger -> 1
make-your-eyes-water -> 1
make-your-own-career -> 1
make-your-own-mummy-with-toilet-paper -> 1
makeover -> 20
maker -> 1
makeup-counter -> 3
making-everyone-else-better -> 1
making-his-team-better -> 1
makinumer -> 1
malamute-timber -> 1
malaria-carrier -> 1
malarkier -> 1
malawi-arrest -> 1
malawi-impeachment-unrest -> 1
malaysia-attacks-arrest -> 1
malaysia-consumer -> 1
malaysia-everest -> 1
malaysia-graft-arrest -> 1
malaysia-killer -> 1
malaysia-murder -> 1
malaysia-new-chapter -> 1
malaysia-politics-leader -> 1
malaysia-politics-minister -> 1
malaysia-politics-protest -> 1
malaysia-power -> 1
malaysia-protest -> 1
malaysia-rubber -> 1
malaysia-singapore-water -> 1
malaysia-telecommunication-merger -> 1
malaysia-thailand-protest -> 1
malaysia-tyre-manufacturer -> 1
malaysian-over-the-counter -> 1
maldives-politics-unrest -> 1
maldives-unrest -> 2
male-breadwinner -> 1
male-conquest -> 1
male-country-singer -> 1
male-dancer -> 1
male-hooker -> 1
male-member -> 1
male-order -> 1
male-power -> 3
male-stripper -> 9
male-volunteer -> 1
malebc-request -> 1
maler -> 1
males-are-stronger -> 1
malest -> 1
mali-niger -> 6
mali-unrest -> 2
malignest -> 1
mall-caliber -> 1
mall-owner -> 2
maller -> 2
malone-diller -> 1
malone-newspaper -> 1
malta-register -> 1
maltese-register -> 1
maltese-terrier -> 1
maltier -> 14
maltiest -> 1
maltraer -> 1
mamber -> 1
mambo-makeover -> 1
man-against-monster -> 1
man-and-ladder -> 1
man-as-monster -> 2
man-becomes-monster -> 1
man-bests-computer -> 1
man-bites-schnauzer -> 1
man-booker -> 1
man-catcher -> 2
man-computer -> 3
man-cum-producer -> 1
man-eager -> 1
man-eater -> 20
man-hater -> 3
man-hungriest -> 1
man-in-a-rubber -> 1
man-in-the-teeth-of-mortal-danger -> 1
man-into-best -> 1
man-killer -> 3
man-made-fiber -> 3
man-maker -> 1
man-man-man-eater -> 1
man-manager -> 4
man-marker -> 5
man-monster -> 2
man-of-character -> 1
man-of-the-test -> 1
man-of-the-theater -> 1
man-of-the-west -> 1
man-older -> 1
man-on-toaster -> 1
man-over -> 1
man-power -> 14
man-slaughter -> 3
man-slaughterer -> 1
man-stealer -> 1
man-the-hunter -> 2
man-toddler -> 2
man-who-is-not-a-closer -> 1
man-younger -> 6
manafest -> 1
managed-timber -> 1
management-and-player -> 1
management-caliber -> 1
management-player -> 5
management-teacher -> 1
management-worker -> 11
manager -> 2
manager-arranger-producer -> 1
manager-bites-owner -> 1
manager-catcher -> 1
manager-customer -> 1
manager-designer -> 1
manager-father -> 1
manager-hustler -> 1
manager-lever -> 1
manager-manager -> 2
manager-not-scientist\/engineer -> 1
manager-owner -> 1
manager-philosopher -> 1
manager-pitcher -> 1
manager-pitcher-catcher -> 1
manager-player -> 9
manager-power -> 1
manager-producer -> 9
manager-promoter -> 1
manager-trainer -> 5
manager-worker -> 1
manager\/producer\/songwriter -> 1
managerial-timber -> 1
managgr-cum-prolucer -> 1
manchester -> 83
manchester-gloucester -> 1
manchester-soccer -> 1
manchurian-tigerother -> 1
mancini-inter -> 1
mandatory-arrest -> 5
mandatory-challenger -> 1
mandatory-transfer -> 1
maneater -> 2
manes-sperber -> 2
maneuver -> 4
manfacturer -> 1
manfredy-mayweather -> 1
manger -> 25
mangier -> 2
mangiest -> 5
mango-ginger -> 2
manhole-cover -> 2
mania-inspirer -> 1
manifest -> 684
manifestother -> 1
manila-folder -> 2
manila-vancouver -> 1
manlier -> 13
manliest -> 27
mann-dozhier -> 1
manned-fighter -> 1
mannequin-maker -> 1
manning-to-toomer -> 1
manning-versus-warner -> 1
manning-warner -> 1
manny-mayweather -> 1
manpower -> 20
manquer -> 1
manslaugher -> 1
manslaughter -> 43
manstopper -> 1
mantener -> 11
mantle-slugger -> 1
manual-answer -> 1
manual-typewriter -> 1
manufacturer -> 1
manufacturer-dealer -> 4
manufacturer-exporter -> 1
manufacturer-reseller -> 1
manufacturer-retailer -> 1
manufacturer-supplier -> 1
manufacturer-wholesaler-retailer -> 1
manure-to-power -> 1
manure-water -> 1
many-chapter -> 1
many-passenger -> 1
many-times-great-grandmother -> 1
many-times-larger -> 1
map-maker -> 1
maple-beer -> 1
maple-cider -> 1
maple-ginger -> 1
maple-linder -> 1
maple-mustard-ginger -> 1
maple-syrup-and-cayenne-pepper -> 1
maple-veneer -> 1
mapmaker -> 1
mapquest -> 11
marabou-feather -> 1
marathon-caliber -> 1
marathon-runner -> 1
marathoner -> 6
marathoniest -> 1
marauder -> 2
marble-counter -> 1
marble-polymer -> 1
march-december -> 7
march-november -> 10
march-october -> 13
march-quarter -> 9
march-september -> 10
march-through-november -> 2
march-to-its-own-drummer -> 1
march-to-november -> 5
march-to-october -> 1
march-to-september -> 2
march-to-your-own-drummer -> 1
marchand-arvier -> 1
marching-to-a-different-drummer -> 1
marching-together -> 1
marcos-caliber -> 1
marcy-butler -> 5
marder -> 4
marechal-schuller -> 2
margin-builder -> 1
marginal-at-best -> 1
marginally-better -> 1
marhiest -> 1
marie-pier -> 2
marijuana-friendlier -> 1
marine-container -> 2
marine-engineer -> 1
marine-freshwater -> 1
marine-layer -> 1
mariner -> 20
marion-chandler -> 1
maritime-frontier -> 1
mark-it-nearer -> 1
marked-over -> 1
marker -> 6
markest -> 1
market-beater -> 2
market-butcher -> 1
market-knows-best -> 3
market-leader -> 25
market-letter -> 1
market-maker -> 1
market-manager -> 1
market-mover -> 15
market-pioneer -> 1
market-power -> 1
market-reformer -> 1
market-researcher -> 3
market-test -> 1
market-ticker -> 1
market-timer -> 2
market-tracker -> 2
market-will-get-better -> 1
marketeer -> 2
markets-know-best -> 1
markfisher -> 2
markoff-mcallister -> 1
marktest -> 1
marlboro-maker -> 1
maroc-ouest -> 2
maroney-barber -> 1
maroon-and-silver -> 2
maroon-leather -> 1
maroon-letter -> 1
marooned-traveler -> 1
